Source IP,Destination IP,Source Port,Destination Port,Protocol,Flow Duration,Total Fwd Packets,Total Backward Packets,Label
192.168.1.12,10.0.0.12,61988,80,17,445,4449,1,DrDoS_UDP
192.168.1.13,10.0.0.12,51972,80,17,324,13033,0,Syn
192.168.1.13,10.0.0.12,3722,80,17,164,18192,4,DrDoS_UDP
192.168.1.12,10.0.0.12,33949,80,17,358,7735,1,DrDoS_UDP
192.168.1.13,10.0.0.12,48968,80,17,202,15101,4,DrDoS_UDP
192.168.1.11,10.0.0.12,29331,80,17,149,13421,1,DrDoS_UDP
192.168.1.12,10.0.0.12,6433,80,17,244,19224,5,DrDoS_UDP
192.168.1.13,10.0.0.12,27185,80,17,135,3287,3,Syn
192.168.1.13,10.0.0.12,9568,80,17,391,4919,3,DrDoS_UDP
192.168.1.12,10.0.0.12,26931,80,17,334,19221,1,DrDoS_UDP
192.168.1.11,10.0.0.12,5719,80,17,137,14592,2,DrDoS_UDP
192.168.1.11,10.0.0.12,45047,80,17,212,14378,2,Syn
192.168.1.11,10.0.0.12,22043,80,17,177,19960,5,DrDoS_UDP
192.168.1.12,10.0.0.12,12116,80,17,180,14990,4,DrDoS_UDP
192.168.1.12,10.0.0.12,3965,80,17,474,8150,1,Syn
192.168.1.11,10.0.0.12,50682,80,17,373,3311,0,DrDoS_UDP
192.168.1.11,10.0.0.12,63213,80,17,318,5339,2,DrDoS_UDP
192.168.1.12,10.0.0.12,46492,80,17,412,4146,2,Syn
192.168.1.12,10.0.0.12,2514,80,17,170,7348,5,DrDoS_UDP
192.168.1.11,10.0.0.12,36834,80,17,268,8975,4,Syn
192.168.1.13,10.0.0.12,48860,80,17,73,1102,3,DrDoS_UDP
192.168.1.12,10.0.0.12,12186,80,17,31,9806,1,Syn
192.168.1.11,10.0.0.12,31495,80,17,336,773,0,Syn
192.168.1.13,10.0.0.12,18804,80,17,340,12303,0,DrDoS_UDP
192.168.1.12,10.0.0.12,57870,80,17,453,13165,1,Syn
192.168.1.13,10.0.0.12,65027,80,17,364,3763,2,Syn
192.168.1.13,10.0.0.12,35860,80,17,46,6608,1,Syn
192.168.1.13,10.0.0.12,61733,80,17,365,1204,0,DrDoS_UDP
192.168.1.13,10.0.0.12,21007,80,17,171,16554,3,DrDoS_UDP
192.168.1.11,10.0.0.12,23750,80,17,351,12031,2,Syn
192.168.1.11,10.0.0.12,65134,80,17,257,9539,0,Syn
192.168.1.12,10.0.0.12,59377,80,17,418,1465,4,Syn
192.168.1.11,10.0.0.12,10966,80,17,175,13372,5,DrDoS_UDP
192.168.1.11,10.0.0.12,48858,80,17,196,17562,5,DrDoS_UDP
192.168.1.12,10.0.0.12,16776,80,17,294,5505,3,Syn
192.168.1.13,10.0.0.12,22604,80,17,230,18267,1,DrDoS_UDP
192.168.1.13,10.0.0.12,10105,80,17,298,18239,5,DrDoS_UDP
192.168.1.11,10.0.0.12,21274,80,17,353,17664,1,Syn
192.168.1.11,10.0.0.12,44030,80,17,478,19008,1,Syn
192.168.1.11,10.0.0.12,37549,80,17,273,4379,1,Syn
192.168.1.11,10.0.0.12,48673,80,17,16,10942,3,Syn
192.168.1.12,10.0.0.12,30056,80,17,382,9471,1,DrDoS_UDP
192.168.1.11,10.0.0.12,9644,80,17,95,1358,4,Syn
192.168.1.13,10.0.0.12,38185,80,17,314,8066,4,DrDoS_UDP
192.168.1.11,10.0.0.12,46071,80,17,14,12272,0,Syn
192.168.1.11,10.0.0.12,33944,80,17,434,15860,5,Syn
192.168.1.11,10.0.0.12,56869,80,17,199,16603,3,DrDoS_UDP
192.168.1.11,10.0.0.12,13689,80,17,116,1556,3,DrDoS_UDP
192.168.1.12,10.0.0.12,63296,80,17,212,7792,5,DrDoS_UDP
